"species","variable","permutation","score"
"P. pumila","bio12",48,0.131458032881082
"P. pumila","bio12",49,0.129820338734485
"P. pumila","bio12",50,0.127126075035597
"P. pumila","bio12",51,0.127149660275918
"P. pumila","bio12",52,0.129730075087926
"P. pumila","bio12",53,0.130235590121901
"P. pumila","bio12",54,0.128081728898079
"P. pumila","bio12",55,0.12690398705184
"P. pumila","bio12",56,0.12898468311108
"P. pumila","bio12",57,0.129233770465211
"P. pumila","bio12",58,0.129143268159896
"P. pumila","bio12",59,0.130360989589251
"P. pumila","bio12",60,0.12634689501378
"P. pumila","bio12",61,0.12833833244437
"P. pumila","bio12",62,0.130416432770878
"P. pumila","bio12",63,0.127991412028563
"P. pumila","bio12",64,0.128130615628114
"P. pumila","bio12",65,0.131582251397115
"P. pumila","bio12",66,0.130851824441432
"P. pumila","bio12",67,0.1296478403306
"P. pumila","bio12",68,0.130681915862378
"P. pumila","bio12",69,0.126407610157888
"P. pumila","bio12",70,0.128364602495502
"P. pumila","bio12",71,0.129092581180934
"P. pumila","bio12",72,0.127664408014378
"P. pumila","bio12",73,0.127480202446754
"P. pumila","bio12",74,0.130274686718138
"P. pumila","bio12",75,0.128797502788925
"P. pumila","bio12",76,0.129428016125085
"P. pumila","bio12",77,0.130073863293871
"P. pumila","bio12",78,0.126374470084136
"P. pumila","bio12",79,0.126383355924176
"P. pumila","bio12",80,0.12951667872794
"P. pumila","bio12",81,0.126532603472171
"P. pumila","bio12",82,0.130441747774311
"P. pumila","bio12",83,0.128749545884386
"P. pumila","bio12",84,0.127745231619907
"P. pumila","bio12",85,0.127522149678973
"P. pumila","bio12",86,0.128585680617195
"P. pumila","bio12",87,0.124893031986423
"P. pumila","bio12",88,0.127541380303652
"P. pumila","bio12",89,0.129669357874082
"P. pumila","bio12",90,0.132143119716073
"P. pumila","bio12",91,0.127068296174311
"P. pumila","bio12",92,0.130171986652583
"P. pumila","bio12",93,0.131927159464779
"P. pumila","bio12",94,0.128662792643388
"P. pumila","bio12",95,0.131994760291921
"P. pumila","bio12",96,0.127671170843535
"P. pumila","bio12",97,0.130439902541206
"P. pumila","bio12",98,0.131236645896917
"P. pumila","bio12",99,0.128656748557706
"P. pumila","bio12",100,0.130226903690668
"P. pumila","bio14",1,0.0736155117383158
"P. pumila","bio14",2,0.0772531981240973
"P. pumila","bio14",3,0.0763088095086824
"P. pumila","bio14",4,0.0760997171706373
"P. pumila","bio14",5,0.0747999602802609
"P. pumila","bio14",6,0.0724588339581338
"P. pumila","bio14",7,0.0743978825431754
"P. pumila","bio14",8,0.0748315610832253
"P. pumila","bio14",9,0.0736885581750147
"P. pumila","bio14",10,0.0741988451584675
"P. pumila","bio14",11,0.0737792058398328
"P. pumila","bio14",12,0.0735122299505599
"P. pumila","bio14",13,0.0732283205939527
"P. pumila","bio14",14,0.0730077422535247
"P. pumila","bio14",15,0.0721540533190309
"P. pumila","bio14",16,0.0731154262251322
"P. pumila","bio14",17,0.0737122527441284
"P. pumila","bio14",18,0.0748983143179736
"P. pumila","bio14",19,0.0740364777844974
"P. pumila","bio14",20,0.0740756456289713
"P. pumila","bio14",21,0.0743458867522123
"P. pumila","bio14",22,0.0747357744725896
"P. pumila","bio14",23,0.0742907541358375
"P. pumila","bio14",24,0.0755949760075244
"P. pumila","bio14",25,0.074257625744179
"P. pumila","bio14",26,0.0718719663271279
"P. pumila","bio14",27,0.0739604820636561
"P. pumila","bio14",28,0.0742437054376045
"P. pumila","bio14",29,0.0747714545901756
"P. pumila","bio14",30,0.0746236338331431
"P. pumila","bio14",31,0.0756354840500464
"P. pumila","bio14",32,0.0733888859382215
"P. pumila","bio14",33,0.0739186778562604
"P. pumila","bio14",34,0.0751744265162557
"P. pumila","bio14",35,0.0758177292931673
"P. pumila","bio14",36,0.0772288682950208
"P. pumila","bio14",37,0.0754778247884906
"P. pumila","bio14",38,0.0742615311971838
"P. pumila","bio14",39,0.0768916034900784
"P. pumila","bio14",40,0.0752139676404324
"P. pumila","bio14",41,0.074970595971156
"P. pumila","bio14",42,0.0732560792685374
"P. pumila","bio14",43,0.0763315098482178
"P. pumila","bio14",44,0.0749785529512568
"P. pumila","bio14",45,0.0747331884754683
"P. pumila","bio14",46,0.0749036055196373
"P. pumila","bio14",47,0.0741434543493067
"P. pumila","bio14",48,0.0758563596891195
"P. pumila","bio14",49,0.0737266374241144
"P. pumila","bio14",50,0.074159037272138
"P. pumila","bio14",51,0.0741042651384684
"P. pumila","bio14",52,0.0732194407235686
"P. pumila","bio14",53,0.0757361655411124
"P. pumila","bio14",54,0.0751749197957925
"P. pumila","bio14",55,0.0729531297412801
"P. pumila","bio14",56,0.0760663938297514
"P. pumila","bio14",57,0.0740503770073572
"P. pumila","bio14",58,0.0750858978842658
"P. pumila","bio14",59,0.0750073521035333
"P. pumila","bio14",60,0.0748715598640061
"P. pumila","bio14",61,0.0745636515959223
"P. pumila","bio14",62,0.0756003154258529
"P. pumila","bio14",63,0.0732708403085142
"P. pumila","bio14",64,0.0738455515662979
"P. pumila","bio14",65,0.0744371069804521
"P. pumila","bio14",66,0.0743491073400373
"P. pumila","bio14",67,0.0741281944345979
"P. pumila","bio14",68,0.0727865498269356
"P. pumila","bio14",69,0.0765788442560899
"P. pumila","bio14",70,0.0746700767873915
"P. pumila","bio14",71,0.0757006580878224
"P. pumila","bio14",72,0.0738224893069319
"P. pumila","bio14",73,0.0732125804953785
"P. pumila","bio14",74,0.074910200988523
"P. pumila","bio14",75,0.0714794918424267
"P. pumila","bio14",76,0.0760125352195257
"P. pumila","bio14",77,0.0733977668631997
"P. pumila","bio14",78,0.0721549903671034
"P. pumila","bio14",79,0.0756067355012643
"P. pumila","bio14",80,0.0744629290031581
"P. pumila","bio14",81,0.0746118016554482
"P. pumila","bio14",82,0.0753915158572904
"P. pumila","bio14",83,0.0740212971288151
"P. pumila","bio14",84,0.0743119673874358
"P. pumila","bio14",85,0.0749266175722917
"P. pumila","bio14",86,0.0715321148932067
"P. pumila","bio14",87,0.0753375960576356
"P. pumila","bio14",88,0.0722458208444606
"P. pumila","bio14",89,0.0764707295200057
"P. pumila","bio14",90,0.0746393324734529
"P. pumila","bio14",91,0.0746104145525333
"P. pumila","bio14",92,0.0755110634730011
"P. pumila","bio14",93,0.0735209442556389
"P. pumila","bio14",94,0.0753841817668741
"P. pumila","bio14",95,0.0744644508058498
"P. pumila","bio14",96,0.0747751228054585
"P. pumila","bio14",97,0.0732047078222199
"P. pumila","bio14",98,0.0748327152191899
"P. pumila","bio14",99,0.0737775510671893
"P. pumila","bio14",100,0.0753990139188262
"P. pumila","bio15",1,0.185729096460122
"P. pumila","bio15",2,0.187079895909856
"P. pumila","bio15",3,0.181655820427283
"P. pumila","bio15",4,0.178210346056682
"P. pumila","bio15",5,0.178866593943734
"P. pumila","bio15",6,0.182959086623913
"P. pumila","bio15",7,0.189914048645863
"P. pumila","bio15",8,0.185972797458718
"P. pumila","bio15",9,0.18059271002626
"P. pumila","bio15",10,0.177425994900824
"P. pumila","bio15",11,0.18109450474688
"P. pumila","bio15",12,0.17856811217817
"P. pumila","bio15",13,0.182403049971549
"P. pumila","bio15",14,0.181307443804055
"P. pumila","bio15",15,0.185593661894685
"P. pumila","bio15",16,0.180428486000213
"P. pumila","bio15",17,0.183626215825081
"P. pumila","bio15",18,0.188025990303254
"P. pumila","bio15",19,0.18162059258515
"P. pumila","bio15",20,0.182035840932811
"P. pumila","bio15",21,0.179600682055241
"P. pumila","bio15",22,0.181511720054055
"P. pumila","bio15",23,0.18016010435906
"P. pumila","bio15",24,0.180127871791721
"P. pumila","bio15",25,0.176456322979328
"P. pumila","bio15",26,0.182087995525632
"P. pumila","bio15",27,0.185400686703622
"P. pumila","bio15",28,0.181535263375657
"P. pumila","bio15",29,0.183259275815539
"P. pumila","bio15",30,0.179554678212101
"P. pumila","bio15",31,0.183256074621964
"P. pumila","bio15",32,0.184601075487375
"P. pumila","bio15",33,0.179152775423443
"P. pumila","bio15",34,0.181492804739667
"P. pumila","bio15",35,0.176371255275243
"P. pumila","bio15",36,0.188109781965458
"P. pumila","bio15",37,0.182867178850694
"P. pumila","bio15",38,0.181638009383593
"P. pumila","bio15",39,0.186291647846154
"P. pumila","bio15",40,0.182402138643924
"P. pumila","bio15",41,0.18748853138931
"P. pumila","bio15",42,0.175499153665379
"P. pumila","bio15",43,0.183226394469164
"P. pumila","bio15",44,0.182816264685427
"P. pumila","bio15",45,0.176846247197835
"P. pumila","bio15",46,0.178844313225916
"P. pumila","bio15",47,0.181610095688595
"P. pumila","bio15",48,0.183025409865181
"P. pumila","bio15",49,0.18334712786438
"P. pumila","bio15",50,0.178629825892762
"P. pumila","bio15",51,0.182242017949093
"P. pumila","bio15",52,0.179603544754785
"P. pumila","bio15",53,0.181165764136604
"P. pumila","bio15",54,0.182799451895295
"P. pumila","bio15",55,0.182744720059251
"P. pumila","bio15",56,0.181914048771416
"P. pumila","bio15",57,0.181153407685724
"P. pumila","bio15",58,0.186719144701427
"P. pumila","bio15",59,0.181064771010563
"P. pumila","bio15",60,0.18398247488122
"P. pumila","bio15",61,0.183682855137669
"P. pumila","bio15",62,0.180102579971283
"P. pumila","bio15",63,0.182965624520374
"P. pumila","bio15",64,0.180564269192315
"P. pumila","bio15",65,0.183793912243986
"P. pumila","bio15",66,0.183363114925126
"P. pumila","bio15",67,0.181380621107718
"P. pumila","bio15",68,0.182964743230735
"P. pumila","bio15",69,0.180933638278056
"P. pumila","bio15",70,0.182771544114535
"P. pumila","bio15",71,0.182843581208029
"P. pumila","bio15",72,0.184113766028565
"P. pumila","bio15",73,0.179692105802167
"P. pumila","bio15",74,0.179868405531035
"P. pumila","bio15",75,0.181620149016311
"P. pumila","bio15",76,0.183609841553922
"P. pumila","bio15",77,0.184375508616194
"P. pumila","bio15",78,0.185597992118414
"P. pumila","bio15",79,0.184949916774326
"P. pumila","bio15",80,0.181560689390432
"P. pumila","bio15",81,0.176043889840405
"P. pumila","bio15",82,0.179289620744735
"P. pumila","bio15",83,0.178619412207797
"P. pumila","bio15",84,0.180695558589654
"P. pumila","bio15",85,0.175212317725734
"P. pumila","bio15",86,0.180863777378762
"P. pumila","bio15",87,0.186594499513688
"P. pumila","bio15",88,0.180583228473698
"P. pumila","bio15",89,0.182398036871638
"P. pumila","bio15",90,0.182486848860136
"P. pumila","bio15",91,0.181807383526558
"P. pumila","bio15",92,0.180247009034143
"P. pumila","bio15",93,0.177707112300688
"P. pumila","bio15",94,0.18141388390067
"P. pumila","bio15",95,0.180734608009996
"P. pumila","bio15",96,0.187772339637291
"P. pumila","bio15",97,0.1836968927293
"P. pumila","bio15",98,0.18146477945747
"P. pumila","bio15",99,0.1867333402916
"P. pumila","bio15",100,0.181390529330197
"P. pumila","elevation",1,0.364815395228146
"P. pumila","elevation",2,0.369516685045041
"P. pumila","elevation",3,0.374350608114319
"P. pumila","elevation",4,0.362539555966265
"P. pumila","elevation",5,0.374182605733437
"P. pumila","elevation",6,0.366258110358459
"P. pumila","elevation",7,0.368733810101336
"P. pumila","elevation",8,0.367351597603489
"P. pumila","elevation",9,0.360014657724142
"P. pumila","elevation",10,0.376904750551327
"P. pumila","elevation",11,0.364142274110904
"P. pumila","elevation",12,0.370459099103407
"P. pumila","elevation",13,0.375543279754312
"P. pumila","elevation",14,0.371270102734883
"P. pumila","elevation",15,0.360944828530224
"P. pumila","elevation",16,0.377005020583396
"P. pumila","elevation",17,0.376123323057063
"P. pumila","elevation",18,0.361751111534134
"P. pumila","elevation",19,0.373659126604647
"P. pumila","elevation",20,0.371225976274451
"P. pumila","elevation",21,0.374593814410899
"P. pumila","elevation",22,0.366755475286294
"P. pumila","elevation",23,0.364398878506043
"P. pumila","elevation",24,0.364635332497117
"P. pumila","elevation",25,0.373605353869756
"P. pumila","elevation",26,0.364040380676883
"P. pumila","elevation",27,0.368634726977106
"P. pumila","elevation",28,0.365823089988085
"P. pumila","elevation",29,0.361731250404304
"P. pumila","elevation",30,0.365258636235024
"P. pumila","elevation",31,0.368009893409917
"P. pumila","elevation",32,0.36122199532873
"P. pumila","elevation",33,0.367917591518665
"P. pumila","elevation",34,0.363072444918614
"P. pumila","elevation",35,0.373845692534945
"P. pumila","elevation",36,0.368939545552279
"P. pumila","elevation",37,0.371937172187947
"P. pumila","elevation",38,0.365681065999034
"P. pumila","elevation",39,0.37787989628966
"P. pumila","elevation",40,0.372084185750023
"P. pumila","elevation",41,0.357475040542041
"P. pumila","elevation",42,0.372923900485605
"P. pumila","elevation",43,0.365976315544814
"P. pumila","elevation",44,0.363027936127796
"P. pumila","elevation",45,0.369373910425918
"P. pumila","elevation",46,0.364654037214888
"P. pumila","elevation",47,0.371093980277727
"P. pumila","elevation",48,0.359916523662044
"P. pumila","elevation",49,0.371446177238721
"P. pumila","elevation",50,0.369248805825095
"P. pumila","elevation",51,0.3694520406572
"P. pumila","elevation",52,0.376952115120823
